Loan No,Borrower ID,Product,Purpose,Orig Dt,Mat Dt,Orig Bal ($),Curr Bal ,Int Rate,Term,P&I,Status,DPD,Last Paid,Prop St,Zip,FICO,Grade,Emp Length,Income Band,Col_17,Svcr,Servicer Name,As Of,Source System,Pool Cd,Notes
LN-000481,B-00366,Fixed Rate,Purchase,10/25/2024,10/25/2054,"$142,000.00",102951.70,0.07573,360,999.99,Current,0,2026-07-03,WA,36388,688,A,1 year,150-250k,214000,SVC-03,SVC-03 Servicing LLC,2026-07-09,FISERV,P-2023-C,escrow waived
LN-000482,B-00323,HELOC,Purchase,02/28/2020,02/28/2050,"$399,500.00",257676.44,0.07632,360,2829.56,Current,0,2026-06-28,IN,14940,582,C,5 years,150-250k,550000,SVC-04,SVC-04 Servicing LLC,2026-07-30,FISERV,P-2024-A,refi
LN-000483,B-00373,Personal,Home improvement,01/01/2023,01/01/2033,"$299,000.00",268530.11,0.05432,120,3234.87,Current,0,2026-06-08,IL,47815,804,C,< 1 year,50-75k,330000,SVC-06,SVC-06 Servicing LLC,2026-07-19,BLACKKNIGHT,P-2024-A,escrow waived
LN-000484,B-00376,Personal,Debt consolidation,04/06/2020,04/06/2030,"$822,500.00",728623.41,0.05599,120,8966.69,Current,0,2026-06-30,WI,33044,754,C+,7 years,<50k,1115000,SVC-06,SVC-06 Servicing LLC,2026-07-24,ENCOMPASS,P-2023-C,refi
LN-000485,B-00143,Fixed,Home improvement,11/28/2020,11/28/2040,"$710,500.00",471961.15,0.04576,240,4524.17,Current,0,2026-06-19,OH,94944,771,A,< 1 year,<50k,1023000,SVC-04,SVC-04 Servicing LLC,2026-07-22,FISERV,P-2024-B,escrow waived
LN-000486,B-00412,Adjustable Rate,Home improvement,06/24/2019,06/24/2026,"$727,000.00",659608.81,0.04724,84,10181.33,Current,0,2026-06-14,IL,71346,672,C+,2 years,250k+,948000,SVC-03,SVC-03 Servicing LLC,2026-07-14,LEGACY-AS400,P-2024-B,
LN-000487,B-00049,HELOC,Debt consolidation,05/03/2019,05/03/2049,"$754,000.00",586512.11,0.04745,360,3930.95,Current,0,2026-06-28,NJ,45624,661,B,2 years,100-150k,841000,SVC-02,SVC-02 Servicing LLC,2026-07-17,SHAWBROOK,P-2023-C,
LN-000488,B-00237,Personal,Purchase,12/06/2019,12/06/2039,"$786,500.00",429418.60,0.04056,240,4789.28,Current,0,2026-07-07,TX,56374,617,A,10+ years,75-100k,1080000,SVC-03,SVC-03 Servicing LLC,2026-07-12,ENCOMPASS,P-2023-C,escrow waived
LN-000489,B-00156,Personal,Refinance,09/21/2023,09/21/2030,"$812,000.00",630488.89,0.06127,84,11911.65,Current,0,2026-06-21,NJ,50481,704,B-,3 years,<50k,1058000,SVC-04,SVC-04 Servicing LLC,2026-07-21,BLACKKNIGHT,P-2023-C,see servicing file
LN-000490,B-00131,Fixed,Debt consolidation,09/21/2023,09/21/2028,"$789,500.00",687251.40,0.08154,60,16066.46,Delinquent,60,2026-06-15,NC,84106,793,C+,< 1 year,75-100k,996000,SVC-03,SVC-03 Servicing LLC,2026-07-24,FISERV,P-2024-B,escrow waived
LN-000491,B-00286,Auto,Refinance,08/01/2022,08/01/2042,"$409,500.00",190355.17,0.05816,240,2890.48,Current,0,2026-06-17,WA,58216,730,C+,7 years,250k+,631000,SVC-03,SVC-03 Servicing LLC,2026-07-12,ENCOMPASS,P-2024-B,
LN-000492,B-00138,Auto,Purchase,09/27/2018,09/27/2048,"$614,000.00",580427.08,0.06222,360,3769.33,Current,0,2026-07-04,NJ,85937,775,B,10+ years,<50k,744000,SVC-04,SVC-04 Servicing LLC,2026-07-24,SHAWBROOK,P-2024-A,
LN-000493,B-00227,Personal,Debt consolidation,04/15/2018,04/15/2048,"$395,500.00",289629.72,0.04583,360,2023.49,Current,0,2026-06-16,NY,87703,706,A-,3 years,50-75k,564000,SVC-01,SVC-01 Servicing LLC,2026-07-11,BLACKKNIGHT,P-2023-C,see servicing file
LN-000494,B-00410,ARM,Home improvement,11/24/2021,11/24/2051,"$544,500.00",512985.32,0.08109,360,4036.80,Current,0,2026-06-20,TX,91337,627,A-,< 1 year,50-75k,628000,SVC-02,SVC-02 Servicing LLC,2026-07-28,BLACKKNIGHT,P-2024-A,
LN-000495,B-00354,Adjustable Rate,Debt consolidation,10/05/2024,10/05/2054,"$703,000.00",346112.41,0.03786,360,3270.08,Current,0,2026-06-24,IL,77812,617,B,5 years,150-250k,923000,SVC-02,SVC-02 Servicing LLC,2026-07-21,BLACKKNIGHT,P-2024-A,
LN-000496,B-00313,ARM,Cash-out refi,05/28/2024,05/28/2054,"$795,500.00",475596.60,0.04671,360,4111.91,Current,0,2026-06-24,WA,23009,644,C,7 years,100-150k,886000,SVC-01,SVC-01 Servicing LLC,2026-07-25,ENCOMPASS,P-2024-A,
LN-000497,B-00158,Auto,Refinance,11/21/2022,11/21/2032,"$566,500.00",375386.53,0.06856,120,6535.58,Current,0,2026-06-23,PA,03446,680,B,2 years,<50k,782000,SVC-06,SVC-06 Servicing LLC,2026-07-10,SHAWBROOK,P-2023-C,modified 2023
LN-000498,B-00038,Fixed,Refinance,10/26/2022,10/26/2052,"$428,000.00",336147.98,0.03795,360,1993.08,Current,0,2026-07-02,MA,87505,695,A,3 years,250k+,634000,SVC-01,SVC-01 Servicing LLC,2026-07-14,BLACKKNIGHT,P-2023-C,
LN-000499,B-00370,ARM,Cash-out refi,09/05/2018,09/05/2038,"$407,000.00",218498.24,0.05482,240,2795.57,Current,0,2026-06-28,MI,91299,737,A-,< 1 year,<50k,564000,SVC-02,SVC-02 Servicing LLC,2026-07-30,FISERV,P-2024-A,
LN-000500,B-00358,Fixed Rate,Debt consolidation,02/17/2018,02/17/2048,"$428,000.00",193702.17,0.04297,360,2117.30,Current,0,2026-07-08,AZ,11744,795,B-,3 years,100-150k,500000,SVC-05,SVC-05 Servicing LLC,2026-07-10,LEGACY-AS400,P-2024-B,refi
